"","Code","Reference","Country","Site","Latitude","Longitude","MAT..�.C...Origin.data.","MAP..mm...Origin.data.","Elevation..m.a.s.l..","Slope..Origin.data.","Vegetation.type..Origin.data.","Stand.age","Parent.material..origin.data.","Soil.type..Origin.data.","Soil.class","Soil.age..a.","Comment..Site.note.","Soil.hori","X.","P.inorg..mg.kg...Resin..origin.data.","P.inorg..mg.kg...Bicarbonate..origin.data.","P.inorg..mg.kg...First.two..BicPi.W.R.Pi...ori....","P.org..mg.kg...Bicarbonate..origin.data.","P.inorg..mg.kg...Hydroxide..origin.data.","P.org..mg.kg...Hydroxide..origin.data.","P..mg.kg...Apatite..origin.data.","P.inorg..mg.kg...Sonic..origin.data.","P.org..mg.kg...Sonic..origin.data.","P.inorg..mg.kg...Conc...HCl..origin.data.","P.org..mg.kg...Conc...HCl..origin.data.","P..mg.kg...Residue..origin.data.","P.org..mg.kg...Total..origin.data.","P..mg.kg...Sum.of.P.fraction..origin.data.","P..mg.kg...Total.P.measured.separat..ori....","Comment..Notes.about.P.fractions..orig....","pH","TOC....","TN....","Al..mg.kg...DCB.Al..origin.data.","Fe..mg.kg...DCB.Al..origin.data.","Al..mg.kg...Oxalate..origin.data.","Fe..mg.kg...Oxalate..origin.data.","DBD..g.cm..3.","Texture","Sand....","Silt....","X.2.µm...9.phi....","Method.comm","P..mg.kg...Microbial.biomass..origin.data.","Lat.2","Long.2","MAT..�.C...MAT2..site.mean.annual.tempat....","MAP..mm...MAP2..site.mean.annual.precip....","Aridity.index","Elev2..m.a.s.l..","Soil.type..Soil.type2..according.to.USDA....","Parent.material..Parent.material2.","Vegetation.type..Vegetation.type2..grouped.int....","Slope..Slope2..slope.expressed.in.pe....","Depth.soil..m.","Comment","Code..Soil.depth.code..0..organic.l....","P..mg.kg...Total.P2..total..sum.of.P.fra....","P.inorg..mg.kg...Available..sum.of.HCO3Pi.and.....","P.org..mg.kg...Sum.of.HCO3.Po.and.OH.Po.","P.inorg..mg.kg...Primary.P..HCI.Pi.","P.inorg..mg.kg...Secondary.P..OH.Pi.","P..mg.kg...Occluded.P..TP.sum.resin.P..b...."
"456",456,"Resende et al., 2011","Brazil","",-15.945,-47.885,NA,1470,1100,NA,"Savanna","","Unclear","Acrustox","USDA system",NA,"","400-500 cm","",NA,NA,1.1,0.1,4.2,3.2,46.2,NA,NA,NA,NA,115.4,3.4,NA,171.8,"First extracted with HCO3",5.91,0.39,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-15.945,-47.885,20.75,1470,1.07,1100,"Oxisols","","Savanna",NA,450,"",3,171.8,1.09,3.31,46.2,4.2,117
"457",457,"Giesler et al., 2012","Sweden","Abisko Scientific Research Station",68.35,18.2,-5,905,260,NA,"Dry heath","Native","Unclear","Unclear","",NA,"Suourojaure","0-10 cm","",10.4,19.8,NA,153.3,67.6,340.2,28.7,NA,NA,NA,NA,301.5,NA,921.6,NA,"",4.62,29.6,1.4,NA,NA,1382.4,3158.4,NA,"",NA,NA,NA,"",NA,68.35,18.2,-5,904.5,2.27,260,"","","Tundra",NA,5,"",1,921.6,30.2,493.5,28.7,67.6,301.6
"458",458,"Giesler et al., 2012","Sweden","Abisko Scientific Research Station",68.35,18.2,-5,905,260,NA,"Mesic heath","Native","Unclear","Unclear","",NA,"Suourojaure","0-10 cm","",15.6,19.5,NA,178.5,96.1,479.4,25.6,NA,NA,NA,NA,353.5,NA,1168.2,NA,"",4.66,26.6,1.1,NA,NA,1263.6,2900.8,NA,"",NA,NA,NA,"",NA,68.35,18.2,-5,904.5,2.27,260,"","","Tundra",NA,5,"",1,1168.2,35.1,657.9,25.6,96.1,353.5
"459",459,"Giesler et al., 2012","Sweden","Abisko Scientific Research Station",68.35,18.2,-5,905,260,NA,"Mesic heath","Native","Unclear","Unclear","",NA,"Suourojaure","0-10 cm","",13.9,20.6,NA,70.2,62,365,181.1,NA,NA,NA,NA,481,NA,1193.9,NA,"",6.35,17.1,1.1,NA,NA,939.6,4687.2,NA,"",NA,NA,NA,"",NA,68.35,18.2,-5,904.5,2.27,260,"","","Tundra",NA,5,"",1,1193.9,34.5,435.2,181.1,62,481.1
"460",460,"Giesler et al., 2012","Sweden","Abisko Scientific Research Station",69.35,18.5,-2.5,809,843,NA,"Dry heath","Native","Unclear","Unclear","",NA,"Latnjajaure","0-10 cm","",31.9,28.4,NA,164.3,52,484.8,12.9,NA,NA,NA,NA,383.1,NA,1156.7,NA,"",4.27,29.6,1.4,NA,NA,1382.4,3158.4,NA,"",NA,NA,NA,"",NA,69.35,18.5,-2.5,809,2.21,842.53,"","","Tundra",NA,5,"",1,1156.7,60.3,649.1,12.9,52,382.4
"461",461,"Giesler et al., 2012","Sweden","Abisko Scientific Research Station",69.35,18.5,-2.5,809,843,NA,"Mesic heath","Native","Unclear","Unclear","",NA,"Latnjajaure","0-10 cm","",12.8,21.5,NA,108.8,87.9,552.5,28.3,NA,NA,NA,NA,428.2,NA,1265.4,NA,"",5.26,26.6,1.1,NA,NA,1263.6,2900.8,NA,"",NA,NA,NA,"",NA,69.35,18.5,-2.5,809,2.21,842.53,"","","Tundra",NA,5,"",1,1265.4,34.3,661.3,28.3,87.9,453.6
"462",462,"Giesler et al., 2012","Sweden","Abisko Scientific Research Station",69.35,18.5,-2.5,809,843,NA,"Mesic heath","Native","Unclear","Unclear","",NA,"Latnjajaure","0-10 cm","",6.7,17.6,NA,128.3,40.7,275.1,375.3,NA,NA,NA,NA,144,NA,987.7,NA,"",5.78,17.1,1.1,NA,NA,939.6,4687.2,NA,"",NA,NA,NA,"",NA,69.35,18.5,-2.5,809,2.21,842.53,"","","Tundra",NA,5,"",1,987.7,24.3,403.4,375.3,40.7,144
"463",463,"Giesler et al., 2012","Sweden","Abisko Scientific Research Station",68.4167,18.3167,-2,1000,668,NA,"Dry heath","Native","Unclear","Unclear","",NA,"Karkevagge","0-10 cm","",9.5,19.9,NA,112.2,66,340.2,39.5,NA,NA,NA,NA,286.2,NA,873.4,NA,"",4.38,29.6,1.4,NA,NA,1382.4,3158.4,NA,"",NA,NA,NA,"",NA,68.41667,18.31667,-2,1000,1.74,668,"","","Tundra",NA,5,"",1,873.4,29.4,452.4,39.5,66,286.1
"464",464,"Giesler et al., 2012","Sweden","Abisko Scientific Research Station",68.4167,18.3167,-2,1000,668,NA,"Mesic heath","Native","Unclear","Unclear","",NA,"Karkevagge","0-10 cm","",28.1,29.6,NA,123.9,62,387.3,2.7,NA,NA,NA,NA,481.7,NA,1119.3,NA,"",4.65,26.6,1.1,NA,NA,1263.6,2900.8,NA,"",NA,NA,NA,"",NA,68.41667,18.31667,-2,1000,1.74,668,"","","Tundra",NA,5,"",1,1119.3,57.7,511.2,2.7,62,485.7
"465",465,"Giesler et al., 2012","Sweden","Abisko Scientific Research Station",68.4167,18.3167,-2,1000,668,NA,"Mesic heath","Native","Unclear","Unclear","",NA,"Karkevagge","0-10 cm","",11.7,18.8,NA,69.6,58.2,449.2,160.5,NA,NA,NA,NA,554.4,NA,1322.5,NA,"",6.49,17.1,1.1,NA,NA,939.6,4687.2,NA,"",NA,NA,NA,"",NA,68.41667,18.31667,-2,1000,1.74,668,"","","Tundra",NA,5,"",1,1322.5,30.5,518.8,160.5,58.2,554.5
"466",466,"Vu et al., 2011","Australia","Northern Victoria",NA,NA,NA,NA,NA,NA,"Native vegetation","Native","Unclear","Calcarosol","Australian soil classification",NA,"Reference","0-10 cm","",NA,NA,17.4,12.9,12.1,11.3,NA,NA,NA,NA,NA,78,NA,NA,NA,"First extracted with HCO3",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-36.4,143.6,14.67,508,0.39,217,"Inceptisols","","",NA,5,"",1,131.7,17.4,24.2,0,12.1,78
"467",467,"Vu et al., 2011","Australia","Northern Victoria",NA,NA,NA,NA,NA,NA,"Native vegetation","Native","Unclear","Chromosol","Australian soil classification",NA,"Reference","0-10 cm","",NA,NA,25.7,18.4,37.5,33.8,NA,NA,NA,NA,NA,114,NA,NA,NA,"First extracted with HCO3",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-36.4,143.6,14.67,508,0.39,217,"Ultisols","","",NA,5,"",1,229.4,25.7,52.2,0,37.5,114
"468",468,"Vu et al., 2011","Australia","Northern Victoria",NA,NA,NA,NA,NA,NA,"Native vegetation","Native","Unclear","Dermosol","Australian soil classification",NA,"Reference","0-10 cm","",NA,NA,20.4,11.6,25.4,13.9,NA,NA,NA,NA,NA,96.7,NA,NA,NA,"First extracted with HCO3",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-36.4,143.6,14.67,508,0.39,217,"Ultisols","","",NA,5,"",1,168,20.4,25.5,0,25.4,96.7
"469",469,"Vu et al., 2011","Australia","Northern Victoria",NA,NA,NA,NA,NA,NA,"Native vegetation","Native","Unclear","Ferrosol","Australian soil classification",NA,"Reference","0-10 cm","",NA,NA,16.3,11.1,26.7,23.7,NA,NA,NA,NA,NA,104.4,NA,NA,NA,"First extracted with HCO3",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-36.4,143.6,14.67,508,0.39,217,"Oxisols","","",NA,5,"",1,182.2,16.3,34.8,0,26.7,104.4
"470",470,"Vu et al., 2011","Australia","Northern Victoria",NA,NA,NA,NA,NA,NA,"Native vegetation","Native","Unclear","Sodosol","Australian soil classification",NA,"Reference","0-10 cm","",NA,NA,12.7,9.7,27,16.5,NA,NA,NA,NA,NA,98.9,NA,NA,NA,"First extracted with HCO3",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-36.4,143.6,14.67,508,0.39,217,"Alfisols","","",NA,5,"",1,164.8,12.7,26.2,0,27,98.9
"471",471,"Vu et al., 2011","Australia","Northern Victoria",NA,NA,NA,NA,NA,NA,"Native vegetation","Native","Unclear","Vertisol","WRB system",NA,"Reference","0-10 cm","",NA,NA,20.7,18.4,26,14.6,NA,NA,NA,NA,NA,142.5,NA,NA,NA,"First extracted with HCO3",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-36.4,143.6,14.67,508,0.39,217,"Vertisols","","",NA,5,"",1,222.2,20.7,32.95,0,26,142.5
"472",472,"Dossa et al., 2010","Senegal","Keur Matar",14.75,-16.85,26.85,450,43,NA,"shrub","Native","Aeolian deposits","Rubic Arenosol","WRB system",NA,"Site average","0-30 cm","",4.8,5.6,NA,3.6,17.8,30.9,11.5,NA,NA,15.8,15.5,22.2,47.8,NA,130.7,"",5.9,2.8,0.18,NA,NA,NA,NA,1.52,"Sand",95,NA,NA,"",NA,14.75,-16.85,26.85,450,0.27,43,"Entisols","Sand and sandstones","Shrub",NA,15,"",2,130.7,10.4,34.4,11.45,17.8,56.7
"473",473,"Dossa et al., 2010","Senegal","Nioro",13.75,-15.7833,27.85,750,18,NA,"shrub","Native","Aeolian deposits","Haplic Ferric Lixisol","WRB system",NA,"Site average","0-30 cm","",1.9,1.9,NA,5.8,5.3,19.4,4.8,NA,NA,9,5.9,11.6,31,NA,65.5,"",6.3,3.6,0.23,NA,NA,NA,NA,1.48,"loamy sand",NA,NA,NA,"",NA,13.75,-15.78333,27.85,750,0.32,18,"Alfisols","Sand and sandstones","Shrub",NA,15,"",2,65.5,3.75,25.15,4.75,5.25,26.6
"474",474,"Esberg et al., 2010","South Africa","Pinewoods",-29.66,30.08,15.7,942,NA,NA,"Forest","14","Mudstone","Oxisol","USDA system",NA,"","0-10 cm","",0.1,1,NA,18.8,68.7,109.5,0.1,NA,NA,NA,NA,274.2,NA,NA,472.4,"",NA,5.45,0.3,NA,NA,5670,3920,NA,"Clay",NA,NA,NA,"",NA,-29.66,30.08,15.7,942,0.72,1415,"Oxisols","Shale rocks","Forest",NA,5,"",1,472.4,1.1,128.3,0.1,68.7,274.2
"475",475,"Esberg et al., 2010","South Africa","Pinewoods",-29.66,30.08,15.7,942,NA,NA,"Forest","14","Mudstone","Oxisol","USDA system",NA,"","10-20 cm","",0.1,1.9,NA,11,58.3,88.1,0.2,NA,NA,NA,NA,197.1,NA,NA,356.7,"",NA,3.9,0.23,NA,NA,5508,4088,NA,"Clay",NA,NA,NA,"",NA,-29.66,30.08,15.7,942,0.72,1415,"Oxisols","Shale rocks","Forest",NA,15,"",2,356.7,2,99.1,0.2,58.3,197.1
"476",476,"Esberg et al., 2010","South Africa","Pinewoods",-29.66,30.08,15.7,942,NA,NA,"Forest","14","Mudstone","Oxisol","USDA system",NA,"","20-30 cm","",0.1,0.2,NA,10.4,30.6,71.3,0,NA,NA,NA,NA,154.4,NA,NA,267,"",NA,3.65,0.21,NA,NA,5265,4760,NA,"Clay",NA,NA,NA,"",NA,-29.66,30.08,15.7,942,0.72,1415,"Oxisols","Shale rocks","Forest",NA,25,"",3,267,0.3,81.7,0,30.6,154.4
"477",477,"Esberg et al., 2010","South Africa","Pinewoods",-29.66,30.08,15.7,942,NA,NA,"Forest","14","Mudstone","Oxisol","USDA system",NA,"","30-40 cm","",0.1,0,NA,10.4,21.4,80.8,0.3,NA,NA,NA,NA,209.9,NA,NA,322.9,"",NA,3.2,0.19,NA,NA,5319,4256,NA,"Clay",NA,NA,NA,"",NA,-29.66,30.08,15.7,942,0.72,1415,"Oxisols","Shale rocks","Forest",NA,35,"",3,322.9,0.1,91.2,0.3,21.4,209.9
"478",478,"Esberg et al., 2010","South Africa","Pinewoods",-29.66,30.08,15.7,942,NA,NA,"Forest","14","Mudstone","Oxisol","USDA system",NA,"","40-50 cm","",0,0,NA,9.2,16.9,80.6,0.1,NA,NA,NA,NA,192.3,NA,NA,299.2,"",NA,2.53,0.16,NA,NA,5292,3864,NA,"Clay",NA,NA,NA,"",NA,-29.66,30.08,15.7,942,0.72,1415,"Oxisols","Shale rocks","Forest",NA,45,"",3,299.2,0,89.8,0.1,16.9,192.4
"479",479,"Esberg et al., 2010","South Africa","Honey Grove",-29.37,30.77,17,760,NA,NA,"Forest","22","Arenite","Oxisol","USDA system",NA,"","0-10 cm","",0,0,NA,20,63.4,60.8,0,NA,NA,NA,NA,135.1,NA,NA,279.5,"",NA,5.26,0.28,NA,NA,3132,840,NA,"Clay",NA,NA,NA,"",NA,-29.37,30.77,17,760,0.73,932,"Oxisols","","Forest",NA,5,"",1,279.5,0,80.8,0,63.4,135.3
"480",480,"Esberg et al., 2010","South Africa","Honey Grove",-29.37,30.77,17,760,NA,NA,"Forest","22","Arenite","Oxisol","USDA system",NA,"","10-20 cm","",0,0,NA,14.1,63.4,41.5,0,NA,NA,NA,NA,101.7,NA,NA,220.7,"",NA,3.35,0.18,NA,NA,3186,896,NA,"Clay",NA,NA,NA,"",NA,-29.37,30.77,17,760,0.73,932,"Oxisols","","Forest",NA,15,"",2,220.7,0,55.6,0,63.4,101.7
"481",481,"Esberg et al., 2010","South Africa","Honey Grove",-29.37,30.77,17,760,NA,NA,"Forest","22","Arenite","Oxisol","USDA system",NA,"","20-30 cm","",2.5,2.5,NA,7.8,40.2,40.7,0,NA,NA,NA,NA,88.1,NA,NA,179.4,"",NA,3.06,0.17,NA,NA,2889,784,NA,"Clay",NA,NA,NA,"",NA,-29.37,30.77,17,760,0.73,932,"Oxisols","","Forest",NA,25,"",3,179.4,5,48.5,0,40.2,85.7
"482",482,"Esberg et al., 2010","South Africa","Honey Grove",-29.37,30.77,17,760,NA,NA,"Forest","22","Arenite","Oxisol","USDA system",NA,"","30-40 cm","",6.6,6.6,NA,2.5,25.8,42.4,0,NA,NA,NA,NA,87.1,NA,NA,164.4,"",NA,2.68,0.14,NA,NA,2646,728,NA,"Clay",NA,NA,NA,"",NA,-29.37,30.77,17,760,0.73,932,"Oxisols","","Forest",NA,35,"",3,164.4,13.2,44.9,0,25.8,80.5
"483",483,"Esberg et al., 2010","South Africa","Honey Grove",-29.37,30.77,17,760,NA,NA,"Forest","22","Arenite","Oxisol","USDA system",NA,"","40-50 cm","",3.3,3.3,NA,5.3,23.6,39.7,0,NA,NA,NA,NA,108.2,NA,NA,180.2,"",NA,2.11,0.1,NA,NA,2646,728,NA,"Clay",NA,NA,NA,"",NA,-29.37,30.77,17,760,0.73,932,"Oxisols","","Forest",NA,45,"",3,180.2,6.6,45,0,23.6,105
"484",484,"Liptzin et al., 2013","U.S.","Niwot Ridge",40.05,-105.6,-3.7,930,3750,NA,"Tundra","Native","Proterozoic biotite gneisis","Inceptisol","USDA system",NA,"","0-10 cm","",6,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,"",NA,3.5,0.29,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,40.05,-105.6,-3.7,930,1.23,3750,"Inceptisols","Shield rocks","Tundra",NA,5,"",1,500,7,NA,0,0,486
"485",485,"Liptzin et al., 2013","U.S.","Niwot Ridge",40.05,-105.6,-3,NA,3650,NA,"Upper Krummholz","Native","Proterozoic biotite gneisis","Inceptisol","USDA system",NA,"","0-10 cm","",17,5,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,"",NA,6.3,0.4,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,40.05,-105.6,-3,779,1.23,3650,"Inceptisols","Shield rocks","Forest",NA,5,"",1,1100,22,NA,0,0,987
"486",486,"Liptzin et al., 2013","U.S.","Niwot Ridge",40.05,-105.6,-1,NA,3300,NA,"Lower Krummholz","Native","Proterozoic biotite gneisis","Inceptisol","USDA system",NA,"","0-10 cm","",8,3,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,"",NA,5.7,0.32,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,40.05,-105.6,-1,779,1.23,3300,"Inceptisols","Shield rocks","Forest",NA,5,"",1,700,11,NA,0,0,647
"487",487,"Liptzin et al., 2013","U.S.","Niwot Ridge",40.05,-105.6,1.3,692,3050,NA,"Forest","Native","Proterozoic biotite gneisis","Inceptisol","USDA system",NA,"","0-10 cm","",3,7,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"",NA,4,0.46,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,40.05,-105.6,1.3,692,1.23,3050,"Inceptisols","Shield rocks","Forest",NA,5,"",1,400,10,NA,0,0,349
"488",488,"Izquierdo et al., 2013","U.S.","Fort Bragg, California",NA,NA,11.5,1137,NA,NA,"Grass","Native","Sandstone","Inceptisol","USDA system",100000,"T1","0-40 cm","",NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,310,NA,500.2,"Resin Pi not  reported",NA,3.19,0.19,NA,NA,NA,NA,0.97,"",NA,NA,NA,"",NA,39.4,-123.8,11.5,1137,1.11,53,"Inceptisols","Sand and sandstones","Grass",NA,20,"",2,500.2,NA,NA,22.67,0,477.5
"489",489,"Izquierdo et al., 2013","U.S.","Fort Bragg, California",NA,NA,11.5,1137,NA,NA,"Forest","Native","Sandstone","Ultisol","USDA system",200000,"T2","0-40 cm","",NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,145,NA,240.9,"Resin Pi not  reported",NA,2.36,0.1,NA,NA,NA,NA,1.38,"",NA,NA,NA,"",NA,39.4,-123.8,11.5,1137,1.11,53,"Ultisols","Sand and sandstones","Forest",NA,20,"",2,240.9,NA,NA,2.55,0,238.4
"490",490,"Izquierdo et al., 2013","U.S.","Fort Bragg, California",NA,NA,11.5,1137,NA,NA,"Forest","Native","Sandstone","Spodosol and Ultisol","USDA system",240000,"T3","0-40 cm","",NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,95,NA,205.1,"Resin Pi not  reported",NA,1.74,0.09,NA,NA,NA,NA,1.56,"",NA,NA,NA,"",NA,39.4,-123.8,11.5,1137,1.11,53,"Spodosols","Sand and sandstones","Forest",NA,20,"",2,205.1,NA,NA,1.38,0,203.7
"491",491,"Izquierdo et al., 2013","U.S.","Fort Bragg, California",NA,NA,11.5,1137,NA,NA,"Forest","Native","Sandstone","Spodosol and Ultisol","USDA system",330000,"T4","0-40 cm","",NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,81.6,NA,229.5,"Resin Pi not  reported",NA,1.6,0.06,NA,NA,NA,NA,1.4,"",NA,NA,NA,"",NA,39.4,-123.8,11.5,1137,1.11,53,"Spodosols","Sand and sandstones","Forest",NA,20,"",2,229.5,NA,NA,1.62,0,227.9
"492",492,"Izquierdo et al., 2013","U.S.","Fort Bragg, California",NA,NA,11.5,1137,NA,NA,"Forest","Native","Sandstone","Spodosol and Ultisol","USDA system",500000,"T5","0-40 cm","",NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,76.3,NA,209.7,"Resin Pi not  reported",NA,1.08,0.05,NA,NA,NA,NA,1.51,"",NA,NA,NA,"",NA,39.4,-123.8,11.5,1137,1.11,53,"Spodosols","Sand and sandstones","Forest",NA,20,"",2,209.7,NA,NA,1.09,0,208.6
"493",493,"Perroni et al., 2014","Mexico","Coahuila",26.845,-102.1367,21.4,246,740,NA,"Grass","","Jurassic marine sediments","Gypsisol","WRB system",NA,"","0-15 cm","",0,1.9,NA,1.5,2.2,3.7,38.5,NA,NA,NA,NA,1.4,43.4,NA,87.3,"",8.6,1.3,0.084,NA,NA,NA,NA,NA,"",NA,NA,NA,"",3.9,26.845,-102.13667,21.4,246,0.12,740,"Aridisols","","Grass",NA,7.5,"",1,87.3,1.9,5.2,38.5,2.2,39.5
"494",494,"Perroni et al., 2014","Mexico","Coahuila",26.845,-102.1367,21.4,246,740,NA,"Desert scrub","","Jurassic marine sediments","Leptosol","WRB system",NA,"","0-15 cm","",8.9,17.4,NA,2.1,2.9,1.2,179.3,NA,NA,NA,NA,2.4,17.3,NA,228.3,"",9.5,1,0.05,NA,NA,NA,NA,NA,"",NA,NA,NA,"",6.85,26.845,-102.13667,21.4,246,0.12,740,"Entisols","","Shrub",NA,7.5,"",1,228.3,26.3,3.3,179.3,2.9,16.5
"495",495,"Vu et al., 2010","Australia","Victoria",-35.1333,142.0167,NA,325,107,NA,"Forest","Native","Unclear","Calcic Xerosol","WRB system",NA,"","unclear","7.90",NA,5.1,NA,1.4,7.3,6.9,NA,NA,NA,21.1,NA,114.2,NA,NA,168,"First extracted with water",7.5,0.6,0.06,NA,NA,NA,NA,NA,"",NA,NA,8,"Unclear",NA,-35.13333,142.01667,16.1,325,0.26,107,"Aridisols","","Forest",NA,NA,"Unclear",5,168,13,8.3,0,7.3,147.3
"496",496,"Vu et al., 2010","Australia","Wimmera",-36.6667,142.3,NA,420,155,NA,"Unclear","Native","Unclear","Vertisol","WRB system",NA,"","unclear","5.20",NA,27.3,NA,4.7,41.6,17.2,NA,NA,NA,107.5,NA,121.2,NA,NA,336,"First extracted with water",6.8,1.36,0.14,NA,NA,NA,NA,NA,"",NA,NA,37,"Unclear",NA,-36.66667,142.3,14.43,420,0.38,155,"Vertisols","","",NA,NA,"Unclear",5,336,32.5,21.9,0,41.6,245.2
"497",497,"Vu et al., 2010","Australia","Riverine plains",-36.1,146.5,NA,650,169,NA,"Unclear","Native","Unclear","Luvisol","WRB system",NA,"","unclear","1.30",NA,4.2,NA,17.2,23.3,54.7,NA,NA,NA,30.9,NA,144,NA,NA,281,"First extracted with water",5.6,1.2,0.13,NA,NA,NA,NA,NA,"",NA,NA,20,"Unclear",NA,-36.1,146.5,14.96,650,0.48,169,"Alfisols","","",NA,NA,"Unclear",5,281,5.5,71.9,0,23.3,181.6
"498",498,"Xue et al., 2013","China","Beijing",40.15,116.7,11.5,625,NA,NA,"Forest","10","Unclear","Eutric Cambisol","WRB system",NA,"Tree-reference","0-20 cm","17.30",NA,40.8,NA,7.7,56.4,42.8,320.9,NA,NA,NA,NA,202.2,NA,NA,688.3,"First extracted with water",7.51,0.99,NA,NA,NA,NA,NA,NA,"",9.8,67.7,22.5,"Mastersizer 2000 Laser Grainsize",NA,40.15,116.7,11.5,625,0.51,34,"Inceptisols","","Forest",NA,10,"",1,688.3,58.1,50.5,320.9,56.4,219.7
"499",499,"Xue et al., 2013","China","Beijing",40.15,116.7,11.5,625,NA,NA,"Forest","10","Unclear","Eutric Cambisol","WRB system",NA,"Tree-reference","20-60 cm","4.20",NA,18.5,NA,5.8,21.4,15.6,165.3,NA,NA,NA,NA,192.5,NA,NA,421.9,"First extracted with water",7.58,0.47,NA,NA,NA,NA,NA,NA,"",9.4,72.2,18.3,"Mastersizer 2000 Laser Grainsize",NA,40.15,116.7,11.5,625,0.51,34,"Inceptisols","","Forest",NA,40,"",3,421.9,22.71,21.38,165.28,21.39,195.4
"500",500,"Xue et al., 2013","China","Beijing",40.15,116.7,11.5,625,NA,NA,"Forest","10","Unclear","Eutric Cambisol","WRB system",NA,"Tree-reference","60-90 cm","3.00",NA,7.8,NA,3.9,11.6,9.7,217.8,NA,NA,NA,NA,175,NA,NA,425.8,"First extracted with water",7.68,0.21,NA,NA,NA,NA,NA,NA,"",9.7,72.3,18,"Mastersizer 2000 Laser Grainsize",NA,40.15,116.7,11.5,625,0.51,34,"Inceptisols","","Forest",NA,75,"",3,425.8,10.78,13.6,217.8,11.6,175
"501",501,"Xue et al., 2013","China","Beijing",40.15,116.7,11.5,625,NA,NA,"Forest","10","Unclear","Eutric Cambisol","WRB system",NA,"Tree-reference","90-120 cm","3.00",NA,13.6,NA,7.8,5.8,1.9,320.1,NA,NA,NA,NA,149.7,NA,NA,491.9,"First extracted with water",7.84,0.13,NA,NA,NA,NA,NA,NA,"",9.1,73.7,17.1,"Mastersizer 2000 Laser Grainsize",NA,40.15,116.7,11.5,625,0.51,34,"Inceptisols","","Forest",NA,105,"",3,491.9,16.62,9.7,320.1,5.84,142.6
"502",502,"Xue et al., 2013","China","Beijing",40.15,116.7,11.5,625,NA,NA,"Forest","10","Unclear","Eutric Cambisol","WRB system",NA,"Tree-reference","120-160 cm","",NA,5.8,NA,5.9,3.9,1.9,328.6,NA,NA,NA,NA,145.8,NA,NA,491.9,"First extracted with water",7.94,0.13,NA,NA,NA,NA,NA,NA,"",9.8,79.3,10.9,"Mastersizer 2000 Laser Grainsize",NA,40.15,116.7,11.5,625,0.51,34,"Inceptisols","","Forest",NA,140,"",3,491.9,NA,7.8,328.6,3.89,145.8
"503",503,"Xue et al., 2013","China","Beijing",40.15,116.7,11.5,625,NA,NA,"Forest","10","Unclear","Eutric Cambisol","WRB system",NA,"Tree-reference","160-200 cm","",NA,7.8,NA,2,7.8,5.8,330.5,NA,NA,NA,NA,128.3,NA,NA,482.2,"First extracted with water",7.97,0.08,NA,NA,NA,NA,NA,NA,"",9.5,71.6,18.8,"Mastersizer 2000 Laser Grainsize",NA,40.15,116.7,11.5,625,0.51,34,"Inceptisols","","Forest",NA,180,"",3,482.2,NA,7.79,330.54,7.82,128.3
"504",504,"Wu et al., 2014","China","Gongga",29.8,101.8,4.2,1947,2980,NA,"Forest","Native","Biotite schist, granodiorite, quartzite","Regosol","WRB system",12,"12.00","C horion","",9.4,9.4,NA,NA,9.4,NA,1150.9,NA,NA,37.7,NA,NA,NA,NA,1207.6,"",7.2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,29.8,101.8,4.2,1947,1.79,2980,"Entisols","Shield rocks","Forest",NA,NA,"C horion",4,1207.6,18.83,NA,1150.93,9.43,28.4
